Fold,Iteration,TotalLoss,Accuracy
9,27,750.0,0.4084507042253521
9,28,536.0,0.5915492957746479
9,29,750.0,0.4084507042253521
9,30,750.0,0.4084507042253521
9,31,536.0,0.5915492957746479
9,32,750.0,0.4084507042253521
9,33,536.0,0.5915492957746479
9,34,750.0,0.4084507042253521
9,35,536.0,0.5915492957746479
9,36,536.0,0.5915492957746479
9,37,750.0,0.4084507042253521
9,38,750.0,0.4084507042253521
9,39,536.0,0.5915492957746479
9,40,536.0,0.5915492957746479
9,41,750.0,0.4084507042253521
9,42,536.0,0.5915492957746479
9,43,536.0,0.5915492957746479
9,44,750.0,0.4084507042253521
9,45,750.0,0.4084507042253521
9,46,750.0,0.4084507042253521
9,47,750.0,0.4084507042253521
9,48,750.0,0.4084507042253521
9,49,750.0,0.4084507042253521
9,50,536.0,0.5915492957746479
9,51,536.0,0.5915492957746479
9,52,536.0,0.5915492957746479
9,53,536.0,0.5915492957746479
9,54,750.0,0.4084507042253521
9,55,750.0,0.4084507042253521
9,56,536.0,0.5915492957746479
9,57,536.0,0.5915492957746479
9,58,750.0,0.4084507042253521
9,59,750.0,0.4084507042253521
9,60,750.0,0.4084507042253521
9,61,536.0,0.5915492957746479
9,62,750.0,0.4084507042253521
9,63,536.0,0.5915492957746479
9,64,750.0,0.4084507042253521
9,65,750.0,0.4084507042253521
9,66,750.0,0.4084507042253521
9,67,750.0,0.4084507042253521
9,68,536.0,0.5915492957746479
9,69,536.0,0.5915492957746479
9,70,750.0,0.4084507042253521
9,71,536.0,0.5915492957746479
9,72,750.0,0.4084507042253521
9,73,536.0,0.5915492957746479
9,74,536.0,0.5915492957746479
9,75,536.0,0.5915492957746479
9,76,750.0,0.4084507042253521
9,77,536.0,0.5915492957746479
9,78,750.0,0.4084507042253521
9,79,750.0,0.4084507042253521
9,80,536.0,0.5915492957746479
9,81,750.0,0.4084507042253521
9,82,536.0,0.5915492957746479
9,83,536.0,0.5915492957746479
9,84,750.0,0.4084507042253521
9,85,750.0,0.4084507042253521
9,86,536.0,0.5915492957746479
9,87,536.0,0.5915492957746479
9,88,536.0,0.5915492957746479
9,89,750.0,0.4084507042253521
9,90,536.0,0.5915492957746479
9,91,536.0,0.5915492957746479
9,92,536.0,0.5915492957746479
9,93,750.0,0.4084507042253521
9,94,750.0,0.4084507042253521
9,95,536.0,0.5915492957746479
9,96,536.0,0.5915492957746479
9,97,536.0,0.5915492957746479
9,98,750.0,0.4084507042253521
9,99,750.0,0.4084507042253521
9,100,536.0,0.5915492957746479
10,1,520.0,0.5066666666666667
10,2,520.0,0.5066666666666667
10,3,758.0,0.49333333333333335
10,4,758.0,0.49333333333333335
10,5,758.0,0.49333333333333335
10,6,520.0,0.5066666666666667
10,7,520.0,0.5066666666666667
10,8,520.0,0.5066666666666667
10,9,758.0,0.49333333333333335
10,10,520.0,0.5066666666666667
10,11,520.0,0.5066666666666667
10,12,520.0,0.5066666666666667
10,13,758.0,0.49333333333333335
10,14,758.0,0.49333333333333335
10,15,520.0,0.5066666666666667
10,16,520.0,0.5066666666666667
10,17,758.0,0.49333333333333335
10,18,758.0,0.49333333333333335
10,19,758.0,0.49333333333333335
10,20,520.0,0.5066666666666667
10,21,758.0,0.49333333333333335
10,22,758.0,0.49333333333333335
10,23,758.0,0.49333333333333335
10,24,520.0,0.5066666666666667
10,25,758.0,0.49333333333333335
10,26,520.0,0.5066666666666667
10,27,520.0,0.5066666666666667
10,28,758.0,0.49333333333333335
10,29,520.0,0.5066666666666667
10,30,520.0,0.5066666666666667
10,31,520.0,0.5066666666666667
10,32,520.0,0.5066666666666667
10,33,520.0,0.5066666666666667
10,34,758.0,0.49333333333333335
10,35,520.0,0.5066666666666667
10,36,520.0,0.5066666666666667
10,37,520.0,0.5066666666666667
10,38,758.0,0.49333333333333335
10,39,758.0,0.49333333333333335
10,40,520.0,0.5066666666666667
10,41,758.0,0.49333333333333335
10,42,758.0,0.49333333333333335
10,43,758.0,0.49333333333333335
10,44,520.0,0.5066666666666667
10,45,758.0,0.49333333333333335
10,46,758.0,0.49333333333333335
10,47,520.0,0.5066666666666667
10,48,520.0,0.5066666666666667
10,49,520.0,0.5066666666666667
10,50,758.0,0.49333333333333335
10,51,758.0,0.49333333333333335
10,52,520.0,0.5066666666666667
10,53,758.0,0.49333333333333335
10,54,758.0,0.49333333333333335
10,55,520.0,0.5066666666666667
10,56,520.0,0.5066666666666667
10,57,520.0,0.5066666666666667
10,58,520.0,0.5066666666666667
10,59,520.0,0.5066666666666667
10,60,758.0,0.49333333333333335
10,61,520.0,0.5066666666666667
10,62,758.0,0.49333333333333335
10,63,758.0,0.49333333333333335
10,64,758.0,0.49333333333333335
10,65,758.0,0.49333333333333335
10,66,758.0,0.49333333333333335
10,67,758.0,0.49333333333333335
10,68,520.0,0.5066666666666667
10,69,520.0,0.5066666666666667
10,70,758.0,0.49333333333333335
10,71,758.0,0.49333333333333335
10,72,520.0,0.5066666666666667
10,73,758.0,0.49333333333333335
10,74,758.0,0.49333333333333335
10,75,520.0,0.5066666666666667
10,76,520.0,0.5066666666666667
10,77,758.0,0.49333333333333335
10,78,520.0,0.5066666666666667
10,79,520.0,0.5066666666666667
10,80,520.0,0.5066666666666667
10,81,520.0,0.5066666666666667
10,82,758.0,0.49333333333333335
10,83,520.0,0.5066666666666667
10,84,758.0,0.49333333333333335
10,85,520.0,0.5066666666666667
10,86,520.0,0.5066666666666667
10,87,758.0,0.49333333333333335
10,88,758.0,0.49333333333333335
10,89,520.0,0.5066666666666667
10,90,520.0,0.5066666666666667
10,91,520.0,0.5066666666666667
10,92,520.0,0.5066666666666667
10,93,520.0,0.5066666666666667
10,94,520.0,0.5066666666666667
10,95,758.0,0.49333333333333335
10,96,520.0,0.5066666666666667
10,97,520.0,0.5066666666666667
10,98,758.0,0.49333333333333335
10,99,520.0,0.5066666666666667
10,100,520.0,0.5066666666666667
