Fold,Iteration,TotalLoss,Accuracy
1,86,778.0,0.4647887323943662
1,87,508.0,0.5352112676056338
1,88,508.0,0.5352112676056338
1,89,778.0,0.4647887323943662
1,90,508.0,0.5352112676056338
1,91,778.0,0.4647887323943662
1,92,508.0,0.5352112676056338
1,93,778.0,0.4647887323943662
1,94,778.0,0.4647887323943662
1,95,778.0,0.4647887323943662
1,96,778.0,0.4647887323943662
1,97,508.0,0.5352112676056338
1,98,508.0,0.5352112676056338
1,99,508.0,0.5352112676056338
1,100,778.0,0.4647887323943662
2,1,514.0,0.5915492957746479
2,2,514.0,0.5915492957746479
2,3,514.0,0.5915492957746479
2,4,772.0,0.4084507042253521
2,5,772.0,0.4084507042253521
2,6,772.0,0.4084507042253521
2,7,772.0,0.4084507042253521
2,8,514.0,0.5915492957746479
2,9,772.0,0.4084507042253521
2,10,772.0,0.4084507042253521
2,11,514.0,0.5915492957746479
2,12,514.0,0.5915492957746479
2,13,772.0,0.4084507042253521
2,14,514.0,0.5915492957746479
2,15,772.0,0.4084507042253521
2,16,514.0,0.5915492957746479
2,17,514.0,0.5915492957746479
2,18,772.0,0.4084507042253521
2,19,514.0,0.5915492957746479
2,20,514.0,0.5915492957746479
2,21,772.0,0.4084507042253521
2,22,514.0,0.5915492957746479
2,23,514.0,0.5915492957746479
2,24,772.0,0.4084507042253521
2,25,514.0,0.5915492957746479
2,26,772.0,0.4084507042253521
2,27,514.0,0.5915492957746479
2,28,514.0,0.5915492957746479
2,29,514.0,0.5915492957746479
2,30,772.0,0.4084507042253521
2,31,772.0,0.4084507042253521
2,32,514.0,0.5915492957746479
2,33,514.0,0.5915492957746479
2,34,772.0,0.4084507042253521
2,35,772.0,0.4084507042253521
2,36,772.0,0.4084507042253521
2,37,772.0,0.4084507042253521
2,38,772.0,0.4084507042253521
2,39,514.0,0.5915492957746479
2,40,514.0,0.5915492957746479
2,41,772.0,0.4084507042253521
2,42,514.0,0.5915492957746479
2,43,514.0,0.5915492957746479
2,44,772.0,0.4084507042253521
2,45,514.0,0.5915492957746479
2,46,772.0,0.4084507042253521
2,47,514.0,0.5915492957746479
2,48,514.0,0.5915492957746479
2,49,514.0,0.5915492957746479
2,50,514.0,0.5915492957746479
2,51,514.0,0.5915492957746479
2,52,514.0,0.5915492957746479
2,53,772.0,0.4084507042253521
2,54,772.0,0.4084507042253521
2,55,514.0,0.5915492957746479
2,56,514.0,0.5915492957746479
2,57,514.0,0.5915492957746479
2,58,772.0,0.4084507042253521
2,59,514.0,0.5915492957746479
2,60,514.0,0.5915492957746479
2,61,514.0,0.5915492957746479
2,62,514.0,0.5915492957746479
2,63,514.0,0.5915492957746479
2,64,514.0,0.5915492957746479
2,65,772.0,0.4084507042253521
2,66,772.0,0.4084507042253521
2,67,514.0,0.5915492957746479
2,68,514.0,0.5915492957746479
2,69,514.0,0.5915492957746479
2,70,514.0,0.5915492957746479
2,71,514.0,0.5915492957746479
2,72,514.0,0.5915492957746479
2,73,772.0,0.4084507042253521
2,74,514.0,0.5915492957746479
2,75,514.0,0.5915492957746479
2,76,772.0,0.4084507042253521
2,77,514.0,0.5915492957746479
2,78,772.0,0.4084507042253521
2,79,772.0,0.4084507042253521
2,80,514.0,0.5915492957746479
2,81,514.0,0.5915492957746479
2,82,772.0,0.4084507042253521
2,83,514.0,0.5915492957746479
2,84,514.0,0.5915492957746479
2,85,772.0,0.4084507042253521
2,86,514.0,0.5915492957746479
2,87,514.0,0.5915492957746479
2,88,514.0,0.5915492957746479
2,89,514.0,0.5915492957746479
2,90,514.0,0.5915492957746479
2,91,772.0,0.4084507042253521
2,92,772.0,0.4084507042253521
2,93,772.0,0.4084507042253521
2,94,514.0,0.5915492957746479
2,95,514.0,0.5915492957746479
2,96,772.0,0.4084507042253521
2,97,514.0,0.5915492957746479
2,98,514.0,0.5915492957746479
2,99,514.0,0.5915492957746479
2,100,514.0,0.5915492957746479
3,1,760.0,0.38028169014084506
3,2,760.0,0.38028169014084506
3,3,526.0,0.6197183098591549
3,4,526.0,0.6197183098591549
3,5,526.0,0.6197183098591549
3,6,526.0,0.6197183098591549
3,7,760.0,0.38028169014084506
3,8,526.0,0.6197183098591549
3,9,526.0,0.6197183098591549
3,10,760.0,0.38028169014084506
3,11,760.0,0.38028169014084506
3,12,526.0,0.6197183098591549
3,13,760.0,0.38028169014084506
3,14,526.0,0.6197183098591549
3,15,526.0,0.6197183098591549
3,16,526.0,0.6197183098591549
3,17,760.0,0.38028169014084506
3,18,760.0,0.38028169014084506
3,19,526.0,0.6197183098591549
3,20,526.0,0.6197183098591549
3,21,760.0,0.38028169014084506
3,22,526.0,0.6197183098591549
3,23,526.0,0.6197183098591549
3,24,526.0,0.6197183098591549
3,25,760.0,0.38028169014084506
3,26,760.0,0.38028169014084506
3,27,760.0,0.38028169014084506
3,28,760.0,0.38028169014084506
3,29,526.0,0.6197183098591549
3,30,760.0,0.38028169014084506
3,31,760.0,0.38028169014084506
3,32,760.0,0.38028169014084506
3,33,526.0,0.6197183098591549
3,34,760.0,0.38028169014084506
3,35,526.0,0.6197183098591549
3,36,526.0,0.6197183098591549
3,37,526.0,0.6197183098591549
3,38,760.0,0.38028169014084506
3,39,760.0,0.38028169014084506
3,40,526.0,0.6197183098591549
3,41,760.0,0.38028169014084506
3,42,526.0,0.6197183098591549
3,43,526.0,0.6197183098591549
3,44,760.0,0.38028169014084506
3,45,526.0,0.6197183098591549
3,46,526.0,0.6197183098591549
3,47,526.0,0.6197183098591549
3,48,526.0,0.6197183098591549
3,49,526.0,0.6197183098591549
3,50,526.0,0.6197183098591549
3,51,526.0,0.6197183098591549
3,52,760.0,0.38028169014084506
3,53,760.0,0.38028169014084506
3,54,760.0,0.38028169014084506
3,55,526.0,0.6197183098591549
3,56,526.0,0.6197183098591549
3,57,526.0,0.6197183098591549
3,58,760.0,0.38028169014084506
3,59,526.0,0.6197183098591549
3,60,526.0,0.6197183098591549
3,61,760.0,0.38028169014084506
3,62,526.0,0.6197183098591549
3,63,526.0,0.6197183098591549
3,64,760.0,0.38028169014084506
3,65,526.0,0.6197183098591549
3,66,760.0,0.38028169014084506
3,67,526.0,0.6197183098591549
3,68,760.0,0.38028169014084506
3,69,526.0,0.6197183098591549
3,70,526.0,0.6197183098591549
3,71,526.0,0.6197183098591549
3,72,760.0,0.38028169014084506
3,73,760.0,0.38028169014084506
3,74,760.0,0.38028169014084506
3,75,760.0,0.38028169014084506
3,76,526.0,0.6197183098591549
3,77,760.0,0.38028169014084506
3,78,526.0,0.6197183098591549
3,79,526.0,0.6197183098591549
3,80,760.0,0.38028169014084506
3,81,760.0,0.38028169014084506
3,82,526.0,0.6197183098591549
3,83,760.0,0.38028169014084506
3,84,760.0,0.38028169014084506
3,85,760.0,0.38028169014084506
3,86,526.0,0.6197183098591549
3,87,526.0,0.6197183098591549
3,88,760.0,0.38028169014084506
3,89,760.0,0.38028169014084506
3,90,526.0,0.6197183098591549
3,91,526.0,0.6197183098591549
3,92,526.0,0.6197183098591549
3,93,526.0,0.6197183098591549
3,94,526.0,0.6197183098591549
3,95,760.0,0.38028169014084506
3,96,760.0,0.38028169014084506
3,97,526.0,0.6197183098591549
3,98,526.0,0.6197183098591549
3,99,526.0,0.6197183098591549
3,100,760.0,0.38028169014084506
4,1,530.0,0.6197183098591549
4,2,756.0,0.38028169014084506
4,3,530.0,0.6197183098591549
4,4,530.0,0.6197183098591549
4,5,530.0,0.6197183098591549
4,6,530.0,0.6197183098591549
4,7,530.0,0.6197183098591549
4,8,756.0,0.38028169014084506
4,9,530.0,0.6197183098591549
4,10,756.0,0.38028169014084506
4,11,756.0,0.38028169014084506
4,12,530.0,0.6197183098591549
4,13,530.0,0.6197183098591549
4,14,530.0,0.6197183098591549
4,15,530.0,0.6197183098591549
4,16,530.0,0.6197183098591549
4,17,756.0,0.38028169014084506
4,18,756.0,0.38028169014084506
4,19,530.0,0.6197183098591549
4,20,756.0,0.38028169014084506
4,21,756.0,0.38028169014084506
4,22,530.0,0.6197183098591549
4,23,530.0,0.6197183098591549
4,24,756.0,0.38028169014084506
4,25,530.0,0.6197183098591549
4,26,530.0,0.6197183098591549
4,27,756.0,0.38028169014084506
4,28,756.0,0.38028169014084506
4,29,756.0,0.38028169014084506
4,30,530.0,0.6197183098591549
4,31,530.0,0.6197183098591549
4,32,530.0,0.6197183098591549
4,33,756.0,0.38028169014084506
4,34,530.0,0.6197183098591549
4,35,530.0,0.6197183098591549
4,36,756.0,0.38028169014084506
4,37,756.0,0.38028169014084506
4,38,756.0,0.38028169014084506
4,39,756.0,0.38028169014084506
4,40,756.0,0.38028169014084506
4,41,530.0,0.6197183098591549
4,42,756.0,0.38028169014084506
4,43,756.0,0.38028169014084506
4,44,756.0,0.38028169014084506
4,45,530.0,0.6197183098591549
4,46,530.0,0.6197183098591549
4,47,756.0,0.38028169014084506
4,48,530.0,0.6197183098591549
4,49,530.0,0.6197183098591549
4,50,756.0,0.38028169014084506
4,51,530.0,0.6197183098591549
4,52,756.0,0.38028169014084506
4,53,756.0,0.38028169014084506
4,54,756.0,0.38028169014084506
4,55,530.0,0.6197183098591549
4,56,756.0,0.38028169014084506
4,57,530.0,0.6197183098591549
4,58,756.0,0.38028169014084506
4,59,530.0,0.6197183098591549
4,60,530.0,0.6197183098591549
4,61,530.0,0.6197183098591549
4,62,530.0,0.6197183098591549
4,63,530.0,0.6197183098591549
4,64,756.0,0.38028169014084506
4,65,756.0,0.38028169014084506
4,66,756.0,0.38028169014084506
4,67,756.0,0.38028169014084506
4,68,756.0,0.38028169014084506
4,69,756.0,0.38028169014084506
4,70,756.0,0.38028169014084506
4,71,530.0,0.6197183098591549
4,72,530.0,0.6197183098591549
4,73,530.0,0.6197183098591549
4,74,756.0,0.38028169014084506
4,75,530.0,0.6197183098591549
4,76,756.0,0.38028169014084506
4,77,530.0,0.6197183098591549
4,78,530.0,0.6197183098591549
4,79,530.0,0.6197183098591549
4,80,530.0,0.6197183098591549
4,81,756.0,0.38028169014084506
4,82,530.0,0.6197183098591549
4,83,756.0,0.38028169014084506
4,84,756.0,0.38028169014084506
4,85,530.0,0.6197183098591549
4,86,530.0,0.6197183098591549
4,87,530.0,0.6197183098591549
4,88,756.0,0.38028169014084506
4,89,530.0,0.6197183098591549
4,90,530.0,0.6197183098591549
4,91,530.0,0.6197183098591549
4,92,530.0,0.6197183098591549
4,93,530.0,0.6197183098591549
4,94,756.0,0.38028169014084506
4,95,530.0,0.6197183098591549
4,96,530.0,0.6197183098591549
4,97,530.0,0.6197183098591549
4,98,530.0,0.6197183098591549
4,99,530.0,0.6197183098591549
4,100,530.0,0.6197183098591549
5,1,518.0,0.647887323943662
5,2,518.0,0.647887323943662
5,3,768.0,0.352112676056338
5,4,518.0,0.647887323943662
5,5,768.0,0.352112676056338
5,6,518.0,0.647887323943662
5,7,518.0,0.647887323943662
5,8,518.0,0.647887323943662
5,9,518.0,0.647887323943662
5,10,518.0,0.647887323943662
5,11,518.0,0.647887323943662
5,12,518.0,0.647887323943662
5,13,518.0,0.647887323943662
5,14,768.0,0.352112676056338
5,15,518.0,0.647887323943662
5,16,768.0,0.352112676056338
5,17,768.0,0.352112676056338
5,18,518.0,0.647887323943662
5,19,768.0,0.352112676056338
5,20,768.0,0.352112676056338
5,21,518.0,0.647887323943662
5,22,518.0,0.647887323943662
5,23,518.0,0.647887323943662
5,24,768.0,0.352112676056338
5,25,768.0,0.352112676056338
5,26,768.0,0.352112676056338
5,27,768.0,0.352112676056338
5,28,768.0,0.352112676056338
5,29,518.0,0.647887323943662
5,30,518.0,0.647887323943662
5,31,518.0,0.647887323943662
5,32,518.0,0.647887323943662
5,33,768.0,0.352112676056338
5,34,518.0,0.647887323943662
5,35,768.0,0.352112676056338
5,36,768.0,0.352112676056338
5,37,518.0,0.647887323943662
5,38,768.0,0.352112676056338
5,39,518.0,0.647887323943662
5,40,518.0,0.647887323943662
5,41,518.0,0.647887323943662
5,42,768.0,0.352112676056338
5,43,768.0,0.352112676056338
5,44,768.0,0.352112676056338
5,45,768.0,0.352112676056338
5,46,518.0,0.647887323943662
5,47,768.0,0.352112676056338
5,48,768.0,0.352112676056338
5,49,768.0,0.352112676056338
5,50,518.0,0.647887323943662
5,51,768.0,0.352112676056338
5,52,518.0,0.647887323943662
5,53,768.0,0.352112676056338
5,54,518.0,0.647887323943662
5,55,518.0,0.647887323943662
5,56,768.0,0.352112676056338
5,57,518.0,0.647887323943662
5,58,518.0,0.647887323943662
5,59,768.0,0.352112676056338
5,60,768.0,0.352112676056338
5,61,518.0,0.647887323943662
5,62,768.0,0.352112676056338
5,63,768.0,0.352112676056338
5,64,768.0,0.352112676056338
5,65,518.0,0.647887323943662
5,66,518.0,0.647887323943662
5,67,518.0,0.647887323943662
5,68,768.0,0.352112676056338
5,69,768.0,0.352112676056338
5,70,768.0,0.352112676056338
5,71,518.0,0.647887323943662
5,72,518.0,0.647887323943662
5,73,518.0,0.647887323943662
5,74,518.0,0.647887323943662
5,75,518.0,0.647887323943662
5,76,518.0,0.647887323943662
5,77,518.0,0.647887323943662
5,78,768.0,0.352112676056338
5,79,518.0,0.647887323943662
5,80,768.0,0.352112676056338
5,81,518.0,0.647887323943662
5,82,768.0,0.352112676056338
5,83,518.0,0.647887323943662
5,84,518.0,0.647887323943662
5,85,518.0,0.647887323943662
5,86,518.0,0.647887323943662
5,87,518.0,0.647887323943662
5,88,768.0,0.352112676056338
5,89,518.0,0.647887323943662
5,90,768.0,0.352112676056338
5,91,518.0,0.647887323943662
5,92,518.0,0.647887323943662
5,93,518.0,0.647887323943662
5,94,768.0,0.352112676056338
5,95,768.0,0.352112676056338
5,96,518.0,0.647887323943662
5,97,518.0,0.647887323943662
5,98,518.0,0.647887323943662
5,99,768.0,0.352112676056338
5,100,518.0,0.647887323943662
6,1,768.0,0.3380281690140845
6,2,768.0,0.3380281690140845
6,3,518.0,0.6619718309859155
6,4,768.0,0.3380281690140845
6,5,768.0,0.3380281690140845
6,6,518.0,0.6619718309859155
6,7,518.0,0.6619718309859155
6,8,518.0,0.6619718309859155
6,9,518.0,0.6619718309859155
6,10,768.0,0.3380281690140845
6,11,768.0,0.3380281690140845
6,12,518.0,0.6619718309859155
6,13,768.0,0.3380281690140845
6,14,768.0,0.3380281690140845
6,15,518.0,0.6619718309859155
6,16,768.0,0.3380281690140845
6,17,518.0,0.6619718309859155
6,18,768.0,0.3380281690140845
6,19,518.0,0.6619718309859155
6,20,768.0,0.3380281690140845
6,21,768.0,0.3380281690140845
6,22,518.0,0.6619718309859155
6,23,518.0,0.6619718309859155
6,24,518.0,0.6619718309859155
6,25,518.0,0.6619718309859155
6,26,518.0,0.6619718309859155
6,27,518.0,0.6619718309859155
6,28,768.0,0.3380281690140845
6,29,518.0,0.6619718309859155
6,30,768.0,0.3380281690140845
6,31,768.0,0.3380281690140845
6,32,518.0,0.6619718309859155
6,33,518.0,0.6619718309859155
6,34,518.0,0.6619718309859155
6,35,518.0,0.6619718309859155
6,36,518.0,0.6619718309859155
6,37,518.0,0.6619718309859155
6,38,768.0,0.3380281690140845
6,39,768.0,0.3380281690140845
6,40,518.0,0.6619718309859155
6,41,768.0,0.3380281690140845
6,42,768.0,0.3380281690140845
6,43,518.0,0.6619718309859155
6,44,768.0,0.3380281690140845
6,45,768.0,0.3380281690140845
6,46,518.0,0.6619718309859155
6,47,768.0,0.3380281690140845
6,48,768.0,0.3380281690140845
6,49,518.0,0.6619718309859155
6,50,518.0,0.6619718309859155
6,51,768.0,0.3380281690140845
6,52,518.0,0.6619718309859155
6,53,768.0,0.3380281690140845
6,54,518.0,0.6619718309859155
6,55,518.0,0.6619718309859155
6,56,518.0,0.6619718309859155
6,57,768.0,0.3380281690140845
6,58,768.0,0.3380281690140845
6,59,768.0,0.3380281690140845
6,60,518.0,0.6619718309859155
6,61,518.0,0.6619718309859155
6,62,768.0,0.3380281690140845
6,63,768.0,0.3380281690140845
6,64,518.0,0.6619718309859155
6,65,768.0,0.3380281690140845
6,66,768.0,0.3380281690140845
6,67,518.0,0.6619718309859155
6,68,518.0,0.6619718309859155
6,69,768.0,0.3380281690140845
6,70,518.0,0.6619718309859155
6,71,518.0,0.6619718309859155
6,72,518.0,0.6619718309859155
6,73,768.0,0.3380281690140845
6,74,518.0,0.6619718309859155
6,75,768.0,0.3380281690140845
6,76,518.0,0.6619718309859155
6,77,768.0,0.3380281690140845
6,78,518.0,0.6619718309859155
6,79,768.0,0.3380281690140845
6,80,518.0,0.6619718309859155
6,81,518.0,0.6619718309859155
6,82,768.0,0.3380281690140845
6,83,768.0,0.3380281690140845
6,84,768.0,0.3380281690140845
6,85,518.0,0.6619718309859155
6,86,518.0,0.6619718309859155
6,87,518.0,0.6619718309859155
6,88,518.0,0.6619718309859155
6,89,518.0,0.6619718309859155
6,90,518.0,0.6619718309859155
6,91,518.0,0.6619718309859155
6,92,518.0,0.6619718309859155
6,93,518.0,0.6619718309859155
6,94,518.0,0.6619718309859155
6,95,768.0,0.3380281690140845
6,96,518.0,0.6619718309859155
6,97,768.0,0.3380281690140845
6,98,518.0,0.6619718309859155
6,99,518.0,0.6619718309859155
6,100,518.0,0.6619718309859155
7,1,768.0,0.4507042253521127
7,2,768.0,0.4507042253521127
7,3,768.0,0.4507042253521127
7,4,518.0,0.5492957746478874
7,5,768.0,0.4507042253521127
7,6,518.0,0.5492957746478874
7,7,518.0,0.5492957746478874
7,8,768.0,0.4507042253521127
7,9,768.0,0.4507042253521127
7,10,518.0,0.5492957746478874
7,11,768.0,0.4507042253521127
7,12,518.0,0.5492957746478874
7,13,768.0,0.4507042253521127
7,14,518.0,0.5492957746478874
7,15,768.0,0.4507042253521127
7,16,518.0,0.5492957746478874
7,17,518.0,0.5492957746478874
7,18,518.0,0.5492957746478874
7,19,768.0,0.4507042253521127
7,20,518.0,0.5492957746478874
7,21,768.0,0.4507042253521127
7,22,518.0,0.5492957746478874
7,23,518.0,0.5492957746478874
7,24,768.0,0.4507042253521127
7,25,518.0,0.5492957746478874
7,26,768.0,0.4507042253521127
7,27,768.0,0.4507042253521127
7,28,518.0,0.5492957746478874
7,29,518.0,0.5492957746478874
7,30,768.0,0.4507042253521127
7,31,518.0,0.5492957746478874
7,32,518.0,0.5492957746478874
7,33,518.0,0.5492957746478874
7,34,768.0,0.4507042253521127
7,35,518.0,0.5492957746478874
7,36,518.0,0.5492957746478874
7,37,518.0,0.5492957746478874
7,38,518.0,0.5492957746478874
7,39,768.0,0.4507042253521127
7,40,518.0,0.5492957746478874
7,41,518.0,0.5492957746478874
7,42,518.0,0.5492957746478874
7,43,768.0,0.4507042253521127
7,44,518.0,0.5492957746478874
7,45,768.0,0.4507042253521127
7,46,518.0,0.5492957746478874
7,47,518.0,0.5492957746478874
7,48,518.0,0.5492957746478874
7,49,768.0,0.4507042253521127
7,50,518.0,0.5492957746478874
7,51,768.0,0.4507042253521127
7,52,518.0,0.5492957746478874
7,53,768.0,0.4507042253521127
7,54,518.0,0.5492957746478874
7,55,768.0,0.4507042253521127
7,56,518.0,0.5492957746478874
7,57,518.0,0.5492957746478874
7,58,768.0,0.4507042253521127
7,59,518.0,0.5492957746478874
7,60,518.0,0.5492957746478874
7,61,518.0,0.5492957746478874
7,62,518.0,0.5492957746478874
7,63,518.0,0.5492957746478874
7,64,518.0,0.5492957746478874
7,65,768.0,0.4507042253521127
7,66,518.0,0.5492957746478874
7,67,518.0,0.5492957746478874
7,68,518.0,0.5492957746478874
7,69,518.0,0.5492957746478874
7,70,518.0,0.5492957746478874
7,71,518.0,0.5492957746478874
7,72,518.0,0.5492957746478874
7,73,518.0,0.5492957746478874
7,74,518.0,0.5492957746478874
7,75,518.0,0.5492957746478874
7,76,518.0,0.5492957746478874
7,77,518.0,0.5492957746478874
7,78,518.0,0.5492957746478874
7,79,518.0,0.5492957746478874
7,80,768.0,0.4507042253521127
7,81,518.0,0.5492957746478874
7,82,768.0,0.4507042253521127
7,83,518.0,0.5492957746478874
7,84,518.0,0.5492957746478874
7,85,518.0,0.5492957746478874
7,86,518.0,0.5492957746478874
7,87,768.0,0.4507042253521127
7,88,768.0,0.4507042253521127
7,89,768.0,0.4507042253521127
7,90,518.0,0.5492957746478874
7,91,768.0,0.4507042253521127
7,92,518.0,0.5492957746478874
7,93,518.0,0.5492957746478874
7,94,768.0,0.4507042253521127
7,95,518.0,0.5492957746478874
7,96,768.0,0.4507042253521127
7,97,768.0,0.4507042253521127
7,98,518.0,0.5492957746478874
7,99,768.0,0.4507042253521127
7,100,768.0,0.4507042253521127
8,1,756.0,0.43661971830985913
8,2,530.0,0.5633802816901409
8,3,530.0,0.5633802816901409
8,4,530.0,0.5633802816901409
8,5,756.0,0.43661971830985913
8,6,530.0,0.5633802816901409
8,7,756.0,0.43661971830985913
8,8,530.0,0.5633802816901409
8,9,530.0,0.5633802816901409
8,10,530.0,0.5633802816901409
8,11,756.0,0.43661971830985913
8,12,756.0,0.43661971830985913
8,13,530.0,0.5633802816901409
8,14,530.0,0.5633802816901409
8,15,756.0,0.43661971830985913
8,16,756.0,0.43661971830985913
8,17,530.0,0.5633802816901409
8,18,530.0,0.5633802816901409
8,19,756.0,0.43661971830985913
8,20,756.0,0.43661971830985913
8,21,530.0,0.5633802816901409
8,22,530.0,0.5633802816901409
8,23,530.0,0.5633802816901409
8,24,530.0,0.5633802816901409
8,25,756.0,0.43661971830985913
8,26,530.0,0.5633802816901409
8,27,756.0,0.43661971830985913
8,28,530.0,0.5633802816901409
8,29,756.0,0.43661971830985913
8,30,756.0,0.43661971830985913
8,31,756.0,0.43661971830985913
8,32,530.0,0.5633802816901409
8,33,530.0,0.5633802816901409
8,34,530.0,0.5633802816901409
8,35,530.0,0.5633802816901409
8,36,756.0,0.43661971830985913
8,37,530.0,0.5633802816901409
8,38,530.0,0.5633802816901409
8,39,756.0,0.43661971830985913
8,40,530.0,0.5633802816901409
8,41,530.0,0.5633802816901409
8,42,530.0,0.5633802816901409
8,43,530.0,0.5633802816901409
8,44,530.0,0.5633802816901409
8,45,530.0,0.5633802816901409
8,46,530.0,0.5633802816901409
8,47,530.0,0.5633802816901409
8,48,530.0,0.5633802816901409
8,49,530.0,0.5633802816901409
8,50,530.0,0.5633802816901409
8,51,530.0,0.5633802816901409
8,52,756.0,0.43661971830985913
8,53,530.0,0.5633802816901409
8,54,530.0,0.5633802816901409
8,55,756.0,0.43661971830985913
8,56,530.0,0.5633802816901409
8,57,530.0,0.5633802816901409
8,58,756.0,0.43661971830985913
8,59,530.0,0.5633802816901409
8,60,530.0,0.5633802816901409
8,61,756.0,0.43661971830985913
8,62,756.0,0.43661971830985913
8,63,756.0,0.43661971830985913
8,64,530.0,0.5633802816901409
8,65,530.0,0.5633802816901409
8,66,530.0,0.5633802816901409
8,67,530.0,0.5633802816901409
8,68,530.0,0.5633802816901409
8,69,756.0,0.43661971830985913
8,70,530.0,0.5633802816901409
8,71,530.0,0.5633802816901409
8,72,530.0,0.5633802816901409
8,73,756.0,0.43661971830985913
8,74,530.0,0.5633802816901409
8,75,530.0,0.5633802816901409
8,76,530.0,0.5633802816901409
8,77,756.0,0.43661971830985913
8,78,756.0,0.43661971830985913
8,79,756.0,0.43661971830985913
8,80,530.0,0.5633802816901409
8,81,530.0,0.5633802816901409
8,82,756.0,0.43661971830985913
8,83,530.0,0.5633802816901409
8,84,530.0,0.5633802816901409
8,85,530.0,0.5633802816901409
8,86,530.0,0.5633802816901409
8,87,530.0,0.5633802816901409
8,88,530.0,0.5633802816901409
8,89,756.0,0.43661971830985913
8,90,756.0,0.43661971830985913
8,91,530.0,0.5633802816901409
8,92,530.0,0.5633802816901409
8,93,756.0,0.43661971830985913
8,94,756.0,0.43661971830985913
8,95,756.0,0.43661971830985913
8,96,530.0,0.5633802816901409
8,97,756.0,0.43661971830985913
8,98,530.0,0.5633802816901409
8,99,756.0,0.43661971830985913
8,100,530.0,0.5633802816901409
9,1,536.0,0.5915492957746479
9,2,536.0,0.5915492957746479
9,3,750.0,0.4084507042253521
9,4,750.0,0.4084507042253521
9,5,536.0,0.5915492957746479
9,6,750.0,0.4084507042253521
9,7,750.0,0.4084507042253521
9,8,750.0,0.4084507042253521
9,9,536.0,0.5915492957746479
9,10,536.0,0.5915492957746479
9,11,536.0,0.5915492957746479
9,12,750.0,0.4084507042253521
9,13,750.0,0.4084507042253521
9,14,536.0,0.5915492957746479
9,15,536.0,0.5915492957746479
9,16,750.0,0.4084507042253521
9,17,536.0,0.5915492957746479
9,18,536.0,0.5915492957746479
9,19,536.0,0.5915492957746479
9,20,536.0,0.5915492957746479
9,21,536.0,0.5915492957746479
9,22,536.0,0.5915492957746479
9,23,536.0,0.5915492957746479
9,24,536.0,0.5915492957746479
9,25,750.0,0.4084507042253521
9,26,536.0,0.5915492957746479
